upstream_path	commit	section_or_step	status	original_dependency	local_root	local_path	local_treatment	reason	reconsideration_trigger	dogfooding_evidence
pstack/skills/reflect/references/judgment-reviewer.md	fadd23794c0075468eb8964b0fd93e06e09486ad	entire adapted file	host substitution	Cursor skill paths and Task tool	skills/reflect	skills/reflect/references/judgment-reviewer.md	Cursor skill locations become repository, project .agents, and user .agents skill paths; Task prompts become worker briefs	Pi and Codex load skills from .agents paths, and Pi-Herdr workers replace Task subagents	host contract changes	none yet
pstack/skills/reflect/references/synthesizer.md	fadd23794c0075468eb8964b0fd93e06e09486ad	entire adapted file	host substitution	Cursor built-in create-skill	skills/reflect	skills/reflect/references/synthesizer.md	create-skill becomes writing-for-agents	Cursor's create-skill is unavailable; writing-for-agents is the local skill-authoring reference	host contract changes	none yet
pstack/skills/reflect/references/tooling-reviewer.md	fadd23794c0075468eb8964b0fd93e06e09486ad	entire adapted file	host substitution	Cursor skill paths and Task tool	skills/reflect	skills/reflect/references/tooling-reviewer.md	Cursor skill locations become repository, project .agents, and user .agents skill paths; Task prompts become worker briefs	Pi and Codex load skills from .agents paths, and Pi-Herdr workers replace Task subagents	host contract changes	none yet
pstack/skills/show-me-your-work/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/show-me-your-work	skills/show-me-your-work/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/swarm/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/swarm	skills/swarm/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/tdd/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Cursor invocation metadata	skills/tdd	skills/tdd/agents/openai.yaml	Codex invocation policy mirrors the skill's frontmatter	Cross-host invocation parity: Codex reads agents/openai.yaml, Pi and Cursor read the frontmatter	host contract changes	none yet
pstack/skills/technical-writing/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack explicit-only invocation	skills/technical-writing	skills/technical-writing/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/skills/how/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	invocation policy	host substitution	Cursor disable-model-invocation frontmatter	skills/how	skills/how/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Upstream pstack 73f8be4 (cursor/plugins #300, 2026-09-01) makes how and why explicit-only, unchanged through fadd237	host skill metadata support changes	cursor/plugins 73f8be4 adds disable-model-invocation to pstack/skills/how and why SKILL.md
pstack/skills/why/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	invocation policy	host substitution	Cursor disable-model-invocation frontmatter	skills/why	skills/why/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Upstream pstack 73f8be4 (cursor/plugins #300, 2026-09-01) makes how and why explicit-only, unchanged through fadd237	host skill metadata support changes	cursor/plugins 73f8be4 adds disable-model-invocation to pstack/skills/how and why SKILL.md
pstack/skills/unslop/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack automatic invocation	skills/unslop	skills/unslop/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/skills/typescript-best-practices/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack automatic invocation	skills/typescript-best-practices	skills/typescript-best-practices/agents/openai.yaml	Codex automatic invocation enabled by omitting the policy restriction; UI summary updated	Writing and TypeScript guidance should apply without entering ds-mode	new dogfooding evidence	User-approved invocation correction on 2026-09-18
pstack/agents/poteto-agent.md	fadd23794c0075468eb8964b0fd93e06e09486ad	worker route selection and report contract	host substitution	Cursor Task and generalPurpose workers	skills/ds-mode	skills/ds-mode/references/workers.md	Fresh workers for all roles; Pi-Herdr exact-task lifecycle; normal tools with assignment-level edit permissions; reports give file pointers; multi-minute waits that continue while the worker session file gains entries; lead verifies targeted evidence after delegated exploration; briefs give file pointers, not inlined context; follow-ups only for new tasks on settled workers; lead-written briefs require SCOPE, FORBIDDEN, and VERIFY fields adapted from Orchestrate's brief, with SCOPE quoting the ticket or request, sized to the task, and a brief missing one is not spawned; routed skills keep their own briefs; the rest of the field checklist and the report contract stay out; code-writing workers build, verify, and commit each small unit in order	Preserve reliability, continuation, and isolation while documenting the actual Pi-Herdr binding; restores Feature step 6, which pstack's owner applied by reading poteto-mode; pstack briefs are a specific scope (Feature step 4) sized to the unit (Orchestrate), and the report cap's evidence was never committed (user decision 2026-09-25); growthapp issue #147 runs (2026-09-25) showed the lead widening the ticket's scope in briefs and workers choosing their own verification, so the user made those three fields required (decision 2026-09-25)	a concrete native failure in effort selection, isolation, continuation, bounded editing, report quality, or interruption	growthapp PR #153 (2026-09-25): a brief that forbade commits and a Size rule without stacking produced one large PR from five ticketed units; ds-mode-sandbox issue #5 (2026-09-25): a stated-reason exception let the lead forbid commits again; growthapp PRs #153 and #154 (2026-09-25): briefs widened issue #147's scope, and neither worker ran the full suite, which failed on both branches
pstack/skills/poteto-mode/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	create-skill route for agent-facing prose and skill authoring	host substitution	Cursor built-in create-skill	skills/ds-mode	skills/ds-mode/SKILL.md	Routes agent-facing prose and the Authoring a Skill playbook to writing-for-agents	create-skill is a Cursor built-in; the approved plan names writing-for-agents as its replacement	a host-neutral create-skill equivalent becomes available	none yet
pstack/skills/blast-radius/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack explicit-only frontmatter	skills/blast-radius	skills/blast-radius/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Cross-host invocation parity	Codex reads disable-model-invocation	none yet
pstack/skills/bro/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack explicit-only frontmatter	skills/bro	skills/bro/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Cross-host invocation parity	Codex reads disable-model-invocation	none yet
pstack/skills/recall/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack explicit-only frontmatter	skills/recall	skills/recall/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Cross-host invocation parity	Codex reads disable-model-invocation	none yet
pstack/skills/teach/SKILL.md	fadd23794c0075468eb8964b0fd93e06e09486ad	frontmatter invocation policy	host substitution	Pinned pstack explicit-only frontmatter	skills/teach	skills/teach/agents/openai.yaml	Codex explicit-only policy mirrors the Cursor/Pi frontmatter	Cross-host invocation parity	Codex reads disable-model-invocation	none yet
